"time","close","high","low","open","volumefrom","volumeto","conversionType","conversionSymbol","ts","timeDate"
1500940800000,0.0396,0.0396,0.0396,0.0396,0,0,"direct","",1500940800,"2017-07-24"
1501027200000,0.0396,0.0396,0.0396,0.0396,0,0,"direct","",1501027200,"2017-07-25"
1501113600000,0.0396,0.0396,0.0396,0.0396,0,0,"direct","",1501113600,"2017-07-26"
1501200000000,0.0396,0.0396,0.0396,0.0396,0,0,"direct","",1501200000,"2017-07-27"
1501286400000,0.0396,0.0396,0.0396,0.0396,0,0,"direct","",1501286400,"2017-07-28"
1501372800000,0.0396,0.0396,0.0396,0.0396,0,0,"direct","",1501372800,"2017-07-29"
1501459200000,0.0396,0.0396,0.0396,0.0396,0,0,"direct","",1501459200,"2017-07-30"
1501545600000,0.0396,0.0396,0.0396,0.0396,0,0,"direct","",1501545600,"2017-07-31"
1501632000000,0.0396,0.0396,0.0396,0.0396,0,0,"direct","",1501632000,"2017-08-01"
1501718400000,0.0396,0.0396,0.0396,0.0396,0,0,"direct","",1501718400,"2017-08-02"
1501804800000,0.0396,0.0396,0.0396,0.0396,0,0,"direct","",1501804800,"2017-08-03"
1501891200000,0.0396,0.0396,0.0396,0.0396,0,0,"direct","",1501891200,"2017-08-04"
1501977600000,0.0396,0.0396,0.0396,0.0396,0,0,"direct","",1501977600,"2017-08-05"
1502064000000,0.0396,0.0396,0.0396,0.0396,0,0,"direct","",1502064000,"2017-08-06"
1502150400000,0.0396,0.0396,0.0396,0.0396,0,0,"direct","",1502150400,"2017-08-07"
1502236800000,0.0396,0.0396,0.0396,0.0396,0,0,"direct","",1502236800,"2017-08-08"
1502323200000,0.0396,0.0396,0.0396,0.0396,0,0,"direct","",1502323200,"2017-08-09"
1502409600000,0.0396,0.0396,0.0396,0.0396,0,0,"direct","",1502409600,"2017-08-10"
1502496000000,0.0396,0.0396,0.0396,0.0396,0,0,"direct","",1502496000,"2017-08-11"
1502582400000,0.0396,0.0396,0.0396,0.0396,0,0,"direct","",1502582400,"2017-08-12"
1502668800000,0.0396,0.0396,0.0396,0.0396,0,0,"direct","",1502668800,"2017-08-13"
1502755200000,0.0396,0.0396,0.0396,0.0396,0,0,"direct","",1502755200,"2017-08-14"
1502841600000,0.0396,0.0396,0.0396,0.0396,0,0,"direct","",1502841600,"2017-08-15"
1502928000000,0.0396,0.0396,0.0396,0.0396,0,0,"direct","",1502928000,"2017-08-16"
1503014400000,0.0396,0.0396,0.0396,0.0396,0,0,"direct","",1503014400,"2017-08-17"
1503100800000,0.0396,0.0396,0.0396,0.0396,0,0,"direct","",1503100800,"2017-08-18"
1503187200000,0.0396,0.0396,0.0396,0.0396,0,0,"direct","",1503187200,"2017-08-19"
