"time","close","high","low","open","volumefrom","volumeto","conversionType","conversionSymbol","ts","timeDate"
1499558400000,0.0699,0.0699,0.0699,0.0699,0,0,"direct","",1499558400,"2017-07-08"
1499644800000,0.04,0.0699,0.04,0.0699,1542.67,61.71,"direct","",1499644800,"2017-07-09"
1499731200000,0.0396,0.04,0.0396,0.04,2014.09,80.56,"direct","",1499731200,"2017-07-10"
1499817600000,0.0396,0.0396,0.0396,0.0396,0,0,"direct","",1499817600,"2017-07-11"
1499904000000,0.0396,0.0396,0.0396,0.0396,0,0,"direct","",1499904000,"2017-07-12"
1499990400000,0.0396,0.0396,0.0396,0.0396,0,0,"direct","",1499990400,"2017-07-13"
1500076800000,0.0396,0.0396,0.0396,0.0396,0,0,"direct","",1500076800,"2017-07-14"
1500163200000,0.0396,0.0396,0.0396,0.0396,0,0,"direct","",1500163200,"2017-07-15"
1500249600000,0.0396,0.0396,0.0396,0.0396,0,0,"direct","",1500249600,"2017-07-16"
1500336000000,0.0396,0.0396,0.0396,0.0396,0,0,"direct","",1500336000,"2017-07-17"
1500422400000,0.0396,0.0396,0.0396,0.0396,0,0,"direct","",1500422400,"2017-07-18"
1500508800000,0.0396,0.0396,0.0396,0.0396,0,0,"direct","",1500508800,"2017-07-19"
1500595200000,0.0396,0.0396,0.0396,0.0396,0,0,"direct","",1500595200,"2017-07-20"
1500681600000,0.0396,0.0396,0.0396,0.0396,0,0,"direct","",1500681600,"2017-07-21"
1500768000000,0.0396,0.0396,0.0396,0.0396,0,0,"direct","",1500768000,"2017-07-22"
1500854400000,0.0396,0.0396,0.0396,0.0396,0,0,"direct","",1500854400,"2017-07-23"
